사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021041000100116,2021년 4월 10일 10시,토요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,59세,경상
2021041000100195,2021년 4월 10일 12시,토요일,경상남도 양산시 하북면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,27세,경상
2021041100100213,2021년 4월 11일 14시,일요일,경상남도 밀양시 산외면,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,31세,경상
2021041300100009,2021년 4월 13일 00시,화요일,경상남도 함양군 서하면,사망사고,1,2,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,기타 - 기타,화물,남,58세,사망,화물,남,31세,경상
2021041500100023,2021년 4월 15일 04시,목요일,경상남도 김해시 수가동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,48세,경상,,,,
2.02104E+15,2021년 4월 17일 14시,토요일,경상남도 창원시 의창구 북면,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,42세,경상
2021041800100096,2021년 4월 18일 11시,일요일,경상남도 함안군 칠원읍,중상사고,0,2,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,승용,남,41세,상해없음,승용,남,59세,중상
2021041800100186,2021년 4월 18일 14시,일요일,경상남도 하동군 금남면,경상사고,0,0,2,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,여,22세,경상
2021041800100215,2021년 4월 18일 15시,일요일,경상남도 김해시 진영읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,43세,경상
2021042200100048,2021년 4월 22일 07시,목요일,경상남도 양산시 상북면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,68세,경상,승용,여,49세,경상
