사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021072700100402,2021년 7월 27일 16시,화요일,경기도 구리시 사노동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,59세,상해없음,승용,여,33세,경상
2021072700100494,2021년 7월 27일 18시,화요일,경기도 김포시 고촌읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,42세,상해없음,승용,남,51세,경상
2021072800100186,2021년 7월 28일 11시,수요일,경기도 평택시 고덕면,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,67세,상해없음,화물,남,31세,경상
2021072800100311,2021년 7월 28일 14시,수요일,경기도 광주시 초월읍,중상사고,0,1,2,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,80세,중상
2021072800100434,2021년 7월 28일 17시,수요일,경기도 시흥시 과림동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,23세,경상
2021072800100496,2021년 7월 28일 18시,수요일,경기도 광주시 남한산성면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,남,34세,경상
2021072900100109,2021년 7월 29일 09시,목요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,여,57세,경상
2021072900100139,2021년 7월 29일 10시,목요일,경기도 안성시 일죽면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,40세,상해없음,화물,남,49세,경상
2021072900100216,2021년 7월 29일 12시,목요일,경기도 화성시 방교동,경상사고,0,0,4,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,57세,경상
2021072900100245,2021년 7월 29일 12시,목요일,경기도 구리시 토평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,25세,상해없음,화물,남,68세,경상
2021072900100517,2021년 7월 29일 21시,목요일,경기도 시흥시 안현동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,28세,상해없음,승용,남,39세,경상
2021073000100077,2021년 7월 30일 08시,금요일,경기도 성남시 분당구 분당동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승용,남,32세,경상
2021073000100251,2021년 7월 30일 13시,금요일,경기도 화성시 비봉면,경상사고,0,0,11,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,20세,기타불명,승용,남,38세,경상
2021073000100292,2021년 7월 30일 14시,금요일,경기도 화성시 팔탄면,중상사고,0,1,3,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,부상신고,승용,남,32세,경상
2021073000100293,2021년 7월 30일 14시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,35세,상해없음,승용,남,47세,경상
2021073000100294,2021년 7월 30일 14시,금요일,경기도 화성시 매송면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,18세,상해없음,승용,남,31세,경상
2021073000100405,2021년 7월 30일 17시,금요일,경기도 안성시 원곡면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,25세,경상
2021073000100628,2021년 7월 30일 23시,금요일,경기도 고양시 덕양구 대장동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,남,57세,경상
2021073100100029,2021년 7월 31일 02시,토요일,경기도 시흥시 조남동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,20세,상해없음,보행자,남,44세,사망
2021073100100067,2021년 7월 31일 07시,토요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,46세,상해없음,승용,남,42세,경상
2021073100100079,2021년 7월 31일 08시,토요일,경기도 안성시 원곡면,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,37세,중상
2021073100100182,2021년 7월 31일 12시,토요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,27세,경상
2021073100100278,2021년 7월 31일 14시,토요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,39세,경상
2021073100100296,2021년 7월 31일 14시,토요일,경기도 구리시 토평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,39세,경상
2021073100100297,2021년 7월 31일 14시,토요일,경기도 남양주시 와부읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,42세,경상
2.02107E+15,2021년 7월 31일 15시,토요일,경기도 화성시 팔탄면,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,49세,상해없음,승용,여,58세,경상
